贝洛宝利,木,皮,骨,线,牙,44,22,4.50,29,16,30,15,240,5,0,30,70,0,0,0,0,0,0,30,1,2,90,,,,,0,0,0,5,100270,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,11
龟之盾,肉,鱼,串,盐,油,51,14,4.50,20,18,34,9,180,9,30,0,0,70,0,0,0,0,0,0,1,2,,,,,,0,0,0,6,100271,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,12
绿龟,肉,鱼,串,盐,油,52,14,4.50,19,19,35,8,180,9,60,0,0,40,0,0,0,0,0,0,1,2,,,,,,0,0,0,6,100272,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,12
卡梅兰恩,肉,鱼,串,盐,油,53,12,4.50,20,21,33,10,180,9,0,0,80,20,0,0,0,0,0,0,1,2,10,,,,,0,0,0,6,100273,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,12
石龟,肉,鱼,串,盐,石,54,20,4.50,21,19,41,4,210,7,90,0,0,10,0,0,-20,65,0,0,1,2,80,,,,,0,0,0,5,100274,1,0,,600,600,,600,600,,600,600,,600,600,,1200,1200,,12
阿哥亚,鱼,串,米,饮用水,碳火,61,20,4.50,23,22,21,18,180,9,0,30,70,0,0,0,0,0,20,0,100,30,,,,,,0,0,3,6,100275,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,3
尼可斯,鱼,串,米,饮用水,碳火,62,18,4.50,24,20,20,17,180,9,40,60,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,6,100276,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,3
特洛昆,鱼,串,米,饮用水,碳火,63,17,4.50,23,21,23,17,180,9,70,0,0,30,0,0,0,0,0,0,1,2,,,,,,0,0,3,6,100277,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,3
达克尔,鱼,串,米,饮用水,碳火,64,18,4.50,24,22,21,18,210,7,0,80,20,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100278,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,3
柏克尔,鱼,串,米,饮用水,碳火,65,19,4.50,21,22,19,23,210,7,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100393,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,3
拉奇鲁哥,石,线,骨,肉,米,71,23,4.50,22,26,20,26,240,5,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100279,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,16
呼拔拔,石,线,骨,肉,米,72,24,4.50,22,24,19,27,240,5,0,0,60,40,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100280,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,16
多萨金格,石,线,骨,肉,米,73,19,4.50,23,24,23,25,270,3,60,0,0,40,0,0,0,0,0,0,1,2,40,,,,,0,0,3,4,100281,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,16
鲁尼帖斯,石,线,骨,肉,米,74,22,4.50,23,23,25,22,240,5,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100282,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,16
卡达鲁卡斯,石,木,皮,骨,线,81,22,4.50,25,23,40,6,240,5,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100283,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,28
柯伊达,石,木,皮,骨,线,82,22,4.50,25,21,39,5,240,5,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100284,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,28
柯洛加斯,石,木,皮,骨,线,83,17,4.50,26,24,37,7,240,5,0,40,60,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100285,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,28
洛奇安,石,木,皮,骨,线,84,23,4.50,25,21,38,6,240,5,80,0,0,20,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100286,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,28
洛克斯,石,木,皮,骨,线,85,20,4.50,19,27,43,10,300,-1,50,0,0,50,0,0,0,30,0,0,1,2,,,,,,1,1,0,5,100389,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,28
阿伊萨,石,木,皮,骨,线,86,22,4.50,27,19,37,6,210,7,50,50,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100390,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,28
格洛格鲁,石,木,皮,骨,线,87,22,4.50,28,24,31,6,210,7,0,60,40,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100391,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,28
朵洛将恩,石,木,皮,骨,线,88,20,4.50,25,20,36,12,240,5,20,0,0,80,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100392,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,28
利则诺顿,木,皮,线,肉,米,91,22,4.50,27,37,19,17,300,1,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100287,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,17
扬奇洛斯,木,皮,线,肉,米,92,29,4.50,27,36,16,20,270,3,0,30,70,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100288,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,17
邦浦洛斯,木,皮,线,肉,米,93,27,4.50,25,37,15,21,270,3,0,0,50,50,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100289,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,17
邦奇诺,木,皮,线,肉,米,94,26,4.50,24,38,16,20,270,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100290,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,17
布鲁顿,木,皮,线,肉,米,95,25,4.50,25,35,14,24,270,3,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100394,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,17
克雷尔,石,木,皮,线,牙,101,19,4.50,19,18,20,22,100,11,60,40,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100291,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,4
克克尔,石,木,皮,线,牙,102,20,4.50,20,18,17,24,100,11,0,70,30,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100292,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,4
克洛尔,石,木,皮,线,牙,103,18,4.50,18,20,18,24,180,9,0,40,60,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100293,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,4
里斯基,石,木,皮,线,牙,104,17,4.50,19,16,19,23,150,11,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100294,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,4
卡比特,肉,鱼,串,,,111,18,4.50,14,19,19,27,150,11,0,0,70,30,0,0,0,0,0,0,1,2,,,,,,0,2,0,6,100295,1,0,,700,700,,700,700,,700,700,,,,,,,,5
凯比,肉,鱼,串,,,112,20,4.50,14,19,19,27,100,11,20,0,0,80,0,0,0,0,0,0,1,2,,,,,,0,2,0,6,100296,1,0,,700,700,,700,700,,700,700,,,,,,,,5
昆伊,肉,鱼,串,,,113,15,4.50,13,20,17,25,150,11,0,0,50,50,0,0,0,0,0,0,1,2,,,,,,0,2,0,6,100297,1,0,,700,700,,700,700,,700,700,,,,,,,,5
凯比特,肉,鱼,串,,,114,19,4.50,16,20,16,28,150,9,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,0,2,0,6,100298,1,0,,700,700,,700,700,,700,700,,,,,,,,5
格尔顿,石,木,肉,鱼,米,141,28,4.50,28,28,26,18,300,1,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100307,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,22
奇拉顿,石,木,肉,鱼,米,142,23,4.50,28,27,23,19,270,3,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100308,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,22
齐尔格尔顿,石,木,肉,鱼,米,143,27,4.50,28,29,21,20,270,3,0,30,70,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100309,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,22
格尔格,石,木,肉,鱼,米,144,27,4.50,25,30,20,21,270,3,0,0,90,10,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100310,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,22
修宝,鱼,米,卵,饮用水,油,171,18,4.50,26,28,25,16,270,-1,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,1,0,5,6,100319,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,6
卡拉宝斯,鱼,米,卵,饮用水,油,172,19,4.50,28,23,26,14,240,5,30,70,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,5,5,100320,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,6
布克布克,鱼,米,卵,饮用水,油,173,25,4.50,26,26,26,17,270,-1,0,50,50,0,0,0,0,0,0,0,1,2,,,,,,1,0,5,6,100321,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,6
多洛加,鱼,米,卵,饮用水,油,174,21,4.50,25,26,25,16,240,5,0,30,70,0,0,0,0,0,0,20,1,2,90,,,,,0,0,5,5,100322,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,6
布鲁宝,鱼,米,卵,饮用水,油,175,20,4.50,23,25,24,20,240,5,0,0,40,60,0,0,0,0,0,0,1,2,,,,,,0,0,5,5,100395,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,6
卡克尔,石,木,皮,骨,牙,181,18,4.50,20,21,21,24,210,7,30,70,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100323,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,23
巴克,石,木,皮,骨,牙,182,20,4.50,17,26,19,27,210,7,0,0,40,60,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100324,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,23
鲍,石,木,皮,骨,牙,183,17,4.50,16,23,20,28,210,7,20,0,0,80,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100325,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,23
卡拉卡利,石,木,皮,骨,牙,184,17,4.50,15,23,23,26,210,7,70,0,0,30,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100326,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,23
贝鲁卡,肉,鱼,串,米,,191,24,4.50,23,28,16,25,240,5,60,40,0,0,0,0,0,0,0,0,1,2,,,,,,0,3,3,5,100327,1,1,,600,600,,600,600,,600,600,,600,600,,,,,24
贝鲁伊卡,肉,鱼,串,米,,192,23,4.50,21,30,13,28,240,5,0,0,30,70,0,0,0,0,0,0,1,2,,,,,,0,3,3,5,100328,1,1,,600,600,,600,600,,600,600,,600,600,,,,,24
格鲁西斯,肉,鱼,串,米,,193,21,4.50,20,30,13,28,240,5,0,0,80,20,0,0,0,0,0,0,1,2,,,,,,0,3,3,5,100329,1,1,,600,600,,600,600,,600,600,,600,600,,,,,24
金格萨贝鲁,石,木,肉,鱼,米,194,25,4.50,19,29,18,29,270,-1,30,0,0,70,0,0,0,0,0,0,1,2,40,,,,,1,3,3,6,100330,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,24
多利诺布斯,肉,鱼,串,盐,碳火,211,12,4.50,26,21,26,12,210,7,0,30,70,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100335,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,18
贝恩达斯,肉,鱼,串,盐,碳火,212,16,4.50,28,17,28,11,180,9,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,6,100336,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,18
多利凯拉,肉,鱼,串,盐,碳火,213,18,4.50,27,18,28,10,180,9,70,30,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,6,100337,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,18
多洛布斯,肉,鱼,串,盐,碳火,214,14,4.50,26,19,29,9,180,9,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,6,100338,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,18
克邦凯斯,肉,串,盐,碳火,,221,18,4.50,27,27,16,14,180,9,40,60,0,0,0,0,0,0,0,0,1,,,,,,,0,5,0,6,100339,1,0,,700,700,,700,700,,700,700,,700,700,,,,,13
加克拉,肉,串,盐,碳火,,222,22,4.50,26,30,14,16,210,7,0,50,50,0,0,0,0,0,0,0,1,,,,,,,0,5,0,5,100340,1,0,,700,700,,700,700,,700,700,,700,700,,,,,13
加格,肉,串,盐,碳火,,223,23,4.50,30,27,13,16,210,7,0,100,0,0,0,0,0,0,0,0,1,50,,,,,,0,5,0,5,100341,1,0,,700,700,,700,700,,700,700,,700,700,,,,,13
邦恩吉,肉,串,盐,碳火,,224,16,4.50,28,26,15,14,210,9,20,80,0,0,0,0,0,0,20,0,1,100,,,,,,0,5,0,6,100342,1,0,,700,700,,700,700,,700,700,,700,700,,,,,13
奇卡洛斯,石,木,肉,鱼,米,231,28,4.50,28,29,30,18,300,1,30,0,0,70,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100343,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,9
奇娜,石,木,肉,鱼,米,232,24,4.50,33,28,31,11,300,1,40,60,0,0,0,0,0,20,0,0,1,2,80,,,,,0,5,0,4,100344,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,9
奇卡宝斯,石,木,肉,鱼,米,233,25,4.50,28,33,28,14,300,1,0,0,30,70,20,0,0,0,0,0,1,2,61,,,,,0,5,0,4,100345,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,9
卡卡金宝,石,木,肉,鱼,米,234,26,4.50,30,33,30,12,300,1,0,20,80,0,0,0,0,0,0,20,1,2,90,,,,,0,5,0,4,100346,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,9
邦奇,石,木,皮,骨,线,241,22,4.50,34,20,24,10,180,7,0,80,20,0,0,0,0,0,0,0,1,2,,,,,,0,0,0,5,100347,1,1,,600,600,,600,600,,600,600,,600,600,,600,600,,14
姆伊,石,木,皮,骨,线,242,20,4.50,36,19,22,10,240,5,0,100,0,0,0,0,0,0,0,0,1,2,110,,,,,0,0,0,5,100348,1,1,,600,600,,600,600,,600,600,,600,600,,600,600,,14
海主人,石,木,皮,骨,线,243,21,4.50,34,19,26,9,180,7,20,80,0,0,0,0,0,0,0,0,1,2,110,,,,,0,0,0,5,100349,1,1,,600,600,,600,600,,600,600,,600,600,,600,600,,14
多鲁宝,石,木,皮,骨,线,244,24,4.50,33,23,24,10,240,-1,0,50,50,0,0,0,0,0,0,0,1,2,,,,,,1,0,0,6,100350,1,1,,600,600,,600,600,,600,600,,600,600,,600,600,,14
布洛多斯,石,木,肉,鱼,米,251,25,4.50,37,27,33,6,300,1,90,10,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100351,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
布林帖斯,石,木,肉,鱼,米,252,26,4.50,40,23,32,7,300,1,30,70,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100352,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
布拉奇多斯,石,木,肉,鱼,米,253,24,4.50,35,35,28,6,300,1,0,20,80,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100353,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
斯天多斯,石,木,肉,鱼,米,254,28,4.50,40,25,35,5,300,1,50,50,0,0,0,0,0,0,0,0,1,2,,,,,,1,5,0,4,100354,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
邦恩多斯,石,木,肉,鱼,米,255,28,4.50,37,30,27,10,300,1,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100396,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
玛恩摩,石,木,肉,鱼,米,261,27,4.50,50,25,15,8,270,3,90,10,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100355,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,25
恩摩摩,石,木,肉,鱼,米,262,24,4.50,48,27,12,10,270,3,0,20,80,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100356,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,25
玛摩那斯,石,木,肉,鱼,米,263,26,4.50,51,25,12,10,270,3,70,30,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100357,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,25
玛恩摩洛斯,石,木,肉,鱼,米,264,25,4.50,51,26,12,11,300,1,0,50,50,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100358,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,25
帖拉格恩,石,皮,线,肉,鱼,271,27,4.50,23,31,23,25,300,1,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,0,1,5,4,100359,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,10
洛卡伦恩,石,皮,线,肉,鱼,272,26,4.50,22,33,24,24,300,1,0,0,80,20,0,0,0,0,0,0,1,2,,,,,,0,1,5,4,100360,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,10
加宝格恩,石,皮,线,肉,鱼,273,24,4.50,24,30,24,26,300,1,50,0,0,50,20,0,0,0,0,0,1,2,60,,,,,0,1,5,4,100361,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,10
朵拉比斯,石,皮,线,肉,鱼,274,23,4.50,24,31,20,30,300,1,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,0,1,5,4,100362,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,10
火鸡,石,木,皮,线,牙,291,17,4.50,19,18,10,33,180,9,0,0,30,70,0,0,0,0,0,0,1,,,,,,,0,3,1,6,100367,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,26
克克洛斯,石,木,皮,线,牙,292,20,4.50,18,22,10,35,210,7,0,0,0,100,0,0,0,0,0,0,1,120,,,,,,0,5,2,5,100368,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,26
霍尔克,石,木,皮,线,牙,293,18,4.50,20,16,12,33,180,9,30,0,0,70,0,0,0,0,0,0,1,,,,,,,0,3,1,6,100369,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,26
奇宝,石,木,皮,线,牙,294,20,4.50,17,23,11,33,180,9,0,0,80,20,0,0,0,0,0,0,1,,,,,,,0,3,1,6,100370,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,26
奥卡洛斯,石,皮,线,肉,鱼,301,25,4.50,26,29,28,20,300,1,60,40,0,0,0,0,0,0,0,0,1,2,40,,,,,0,5,5,4,100371,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,20
左迪洛斯,石,皮,线,肉,鱼,302,26,4.50,28,30,22,22,300,1,0,80,20,0,0,0,0,0,0,0,1,2,40,,,,,0,5,5,4,100372,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,20
巴朵兰恩,石,皮,线,肉,鱼,303,27,4.50,23,37,20,25,300,1,0,20,80,0,0,0,0,0,0,0,1,2,,,,,,0,5,5,4,100373,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,20
帖拉所伊朵,石,皮,线,肉,鱼,304,28,4.50,23,35,25,21,300,-3,0,0,50,50,5,5,5,5,5,5,1,2,30,,,,,2,5,5,6,100374,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,20
布伊德,石,木,骨,肉,米,311,26,4.50,19,22,25,29,270,-1,20,0,0,80,0,0,0,0,0,0,1,2,,,,,,1,0,5,5,100375,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,27
摩娜西普,石,骨,肉,米,,312,25,4.50,23,23,24,28,270,-1,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,1,0,5,5,100376,1,1,,300,300,,300,300,,300,300,,300,300,,,,,27
卡伊霍恩,石,骨,肉,米,,313,28,4.50,18,26,24,29,270,-1,0,0,80,20,0,0,0,0,0,0,1,2,,,,,,1,0,5,5,100377,1,1,,300,300,,300,300,,300,300,,300,300,,,,,27
拉伊霍恩,石,骨,肉,米,,314,30,4.50,20,25,25,30,300,-3,50,50,0,0,5,5,5,5,5,5,1,2,,,,,,2,0,5,7,100378,1,1,,300,300,,300,300,,300,300,,300,300,,,,,27
邦达霍恩,石,骨,肉,米,,315,30,4.50,20,28,20,32,300,-3,0,0,50,50,5,5,5,5,5,5,1,2,,,,,,2,0,5,7,100430,1,1,,300,300,,300,300,,300,300,,300,300,,,,,27
史多拉奇顿,石,木,骨,肉,米,321,21,4.50,34,19,23,19,270,3,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,5,4,100379,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,15
萨美洛斯,石,木,骨,肉,米,322,20,4.50,36,20,23,21,300,1,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,5,4,100380,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,15
阿利给洛斯,石,木,骨,肉,米,323,26,4.50,33,19,25,18,270,3,50,50,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,5,4,100381,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,15
达伊诺洛斯,石,木,骨,肉,米,324,24,4.50,33,23,22,22,300,-1,0,50,50,0,0,0,0,0,0,0,1,2,,,,,,1,0,5,5,100382,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,15
拉可拉斯,石,木,骨,肉,米,325,23,4.50,34,21,22,20,270,3,0,70,30,0,0,0,0,0,0,0,1,2,,,,,,0,0,5,4,100383,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,15
邦洛洛克斯,石,皮,骨,线,牙,331,22,4.50,24,19,24,18,210,7,40,60,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100384,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,21
兰贝鲁斯,石,皮,骨,线,牙,332,21,4.50,26,21,21,22,240,5,0,70,30,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100385,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,21
可利多洛斯,石,皮,骨,线,牙,333,19,4.50,24,20,22,20,210,7,70,30,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100386,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,21
